id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX00087,2026-01-18,Surabaya,Smartphone,Smartphone Air,3660000,3,10980000,Tunai,P,23.0,,Reguler,1009000
TRX01788,2026-01-18,Bandung,Smartphone,Smartphone Air,6235000,2,12470000,Debit,L,26.0,4.0,Reguler,2851000
TRX00258,2026-01-19,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,4387000,3,13161000,Debit,L,19.0,4.0,Reguler,930000
TRX01359,2026-01-19,Malang,Smartphone,Smartphone MaxEdge,2318000,4,9272000,E-Wallet,L,34.0,5.0,Reguler,2802000
TRX01450,2026-01-19,Malang,Laptop,Laptop UltraSlim,12702000,1,12702000,E-Wallet,L,39.0,3.0,Reguler,1050000
TRX01880,2026-01-19,Bandung,Smartphone,Smartphone MaxEdge,7198000,5,35990000,Kredit,L,40.0,5.0,Reguler,1823000
TRX00580,2026-01-19,Surabaya,Smartphone,Smartphone Air,7130000,3,21390000,Tunai,P,27.0,3.0,Reguler,1298000
TRX01436,2026-01-19,Surabaya,Aksesoris,Powerbank 10000mAh,218000,5,1090000,Debit,P,35.0,5.0,Reguler,488000
TRX01289,2026-01-19,Jakarta,Aksesoris,Earphone Bluetooth,204000,4,816000,E-Wallet,P,30.0,2.0,Reguler,2416000
TRX00891,2026-01-19,Malang,Laptop,Laptop X1,11920000,2,23840000,E-Wallet,L,25.0,5.0,Reguler,1901000
TRX01738,2026-01-19,Malang,Laptop,Laptop A14,11156000,1,11156000,Kredit,P,42.0,4.0,Reguler,1000000
TRX01730,2026-01-19,Jakarta,Laptop,Laptop UltraSlim,5137000,1,5137000,Tunai,L,26.0,4.0,Reguler,2129000
TRX00171,2026-01-20,Bandung,Smartphone,Smartphone MaxEdge,3168000,3,9504000,Debit,L,49.0,5.0,Reguler,551000
TRX00322,2026-01-20,Surabaya,Smartphone,Smartphone MaxEdge,7899000,1,7899000,E-Wallet,L,27.0,5.0,Reguler,2960000
TRX00583,2026-01-20,Jakarta,Aksesoris,Earphone Bluetooth,152000,4,608000,E-Wallet,L,33.0,4.0,Reguler,681000
TRX00516,2026-01-20,Malang,Smartphone,Smartphone Z5,6530000,2,13060000,Debit,L,30.0,5.0,Reguler,2133000
TRX00310,2026-01-20,Jakarta,Laptop,Laptop A14,6668000,2,13336000,Debit,P,22.0,,Reguler,2360000
TRX00480,2026-01-20,Bandung,Elektronik Rumah Tangga,TV LED 32in,3592000,1,3592000,Debit,L,36.0,,Reguler,361000
TRX01166,2026-01-20,Malang,Laptop,Laptop ProBook,8452000,5,42260000,Debit,L,48.0,5.0,Reguler,507000
TRX00818,2026-01-20,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,3153000,2,6306000,Debit,L,43.0,5.0,Reguler,2709000
TRX01855,2026-01-20,Surabaya,Laptop,Laptop X1,8325000,1,8325000,Tunai,L,36.0,2.0,Reguler,2218000
TRX00460,2026-01-20,Bandung,Laptop,Laptop A14,10693000,4,42772000,Kredit,P,,5.0,Reguler,1007000
TRX01827,2026-01-20,Jakarta,Smartphone,Smartphone MaxEdge,5564000,5,27820000,Debit,P,32.0,4.0,Reguler,2388000
TRX01227,2026-01-20,Malang,Aksesoris,Earphone Bluetooth,459000,1,459000,Debit,P,43.0,5.0,Reguler,2727000
TRX02177,2026-01-20,Surabaya,Laptop,Laptop ProBook,12704000,4,50816000,E-Wallet,L,43.0,5.0,Reguler,1389000
TRX01272,2026-01-20,Surabaya,Elektronik Rumah Tangga,TV LED 32in,2943000,1,2943000,E-Wallet,L,49.0,2.0,Reguler,1396000
TRX01538,2026-01-21,Malang,Laptop,Laptop UltraSlim,14517000,2,29034000,E-Wallet,L,34.0,4.0,Reguler,1064000
TRX00120,2026-01-21,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,1108000,4,4432000,E-Wallet,P,32.0,,Reguler,443000
TRX01216,2026-01-21,Malang,Smartphone,Smartphone MaxEdge,5163000,3,15489000,E-Wallet,L,25.0,2.0,Reguler,784000
TRX01579,2026-01-21,Jakarta,Smartphone,Smartphone Z5,7664000,5,38320000,Tunai,P,37.0,4.0,Reguler,1401000
TRX01489,2026-01-21,Surabaya,Laptop,Laptop A14,6201000,3,18603000,Debit,P,30.0,5.0,Reguler,874000
TRX01466,2026-01-21,Surabaya,Smartphone,Smartphone Z5,6889000,1,6889000,Tunai,P,33.0,4.0,Reguler,2283000
TRX00808,2026-01-21,Malang,Aksesoris,Earphone Bluetooth,441000,5,2205000,E-Wallet,P,32.0,2.0,Reguler,691000
TRX01020,2026-01-21,Malang,Smartphone,Smartphone Z5,5481000,2,10962000,E-Wallet,P,52.0,4.0,Reguler,1754000
TRX01484,2026-01-21,Malang,Smartphone,Smartphone Air,4332000,2,8664000,Kredit,P,33.0,4.0,Reguler,716000
TRX01321,2026-01-21,Malang,Laptop,Laptop UltraSlim,9461000,2,18922000,E-Wallet,P,23.0,4.0,Reguler,2385000
TRX00538,2026-01-21,Bandung,Laptop,Laptop ProBook,8919000,4,35676000,E-Wallet,P,38.0,4.0,Reguler,2980000
TRX01816,2026-01-21,Malang,Elektronik Rumah Tangga,Kipas Angin,3737000,2,7474000,E-Wallet,L,26.0,5.0,Reguler,212000
TRX00365,2026-01-21,Jakarta,Laptop,Laptop X1,5294000,1,5294000,Debit,L,40.0,2.0,Reguler,1207000
TRX00873,2026-01-21,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,1468000,5,7340000,Debit,P,,4.0,Reguler,423000
TRX01867,2026-01-21,Surabaya,Smartphone,Smartphone Air,2897000,2,5794000,Tunai,L,50.0,4.0,Reguler,1324000
TRX00501,2026-01-21,Bandung,Laptop,Laptop A14,9483000,1,9483000,Debit,P,18.0,3.0,Reguler,1869000
TRX00778,2026-01-22,Surabaya,Smartphone,Smartphone Z5,1911000,3,5733000,Kredit,P,49.0,4.0,Reguler,2446000
TRX00726,2026-01-22,Malang,Elektronik Rumah Tangga,Kipas Angin,995000,4,3980000,Debit,L,26.0,5.0,Reguler,2748000
TRX01946,2026-01-22,Bandung,Aksesoris,Mouse Wireless,130000,5,650000,Debit,P,29.0,4.0,Reguler,2793000
TRX00313,2026-01-22,Jakarta,Aksesoris,Powerbank 10000mAh,489000,4,1956000,Tunai,P,28.0,4.0,Reguler,353000
TRX01876,2026-01-22,Jakarta,Laptop,Laptop X1,7210000,3,21630000,E-Wallet,L,30.0,,Reguler,536000
TRX00198,2026-01-22,Malang,Aksesoris,Mouse Wireless,391000,2,782000,Kredit,L,46.0,5.0,Reguler,1829000
TRX01157,2026-01-22,Bandung,Laptop,Laptop A14,7431000,3,22293000,E-Wallet,L,18.0,4.0,Reguler,2389000
TRX00724,2026-01-22,Jakarta,Elektronik Rumah Tangga,Kipas Angin,2230000,5,11150000,Debit,L,42.0,,Reguler,1323000
TRX00497,2026-01-22,Malang,Aksesoris,Earphone Bluetooth,295000,3,885000,Tunai,P,27.0,5.0,Reguler,2521000
TRX01619,2026-01-22,Malang,Elektronik Rumah Tangga,Rice Cooker,4408000,5,22040000,Debit,L,45.0,4.0,Reguler,1911000
TRX01050,2026-01-22,Malang,Aksesoris,Mouse Wireless,466000,5,2330000,Debit,L,30.0,3.0,Reguler,2718000
TRX00863,2026-01-22,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,1538000,1,1538000,E-Wallet,P,18.0,2.0,Reguler,506000
TRX01343,2026-01-22,Malang,Smartphone,Smartphone NovaLite,7244000,3,21732000,E-Wallet,L,44.0,2.0,Reguler,1771000
TRX00946,2026-01-22,Malang,Smartphone,Smartphone Z5,6970000,5,34850000,Debit,L,35.0,,Reguler,2037000
TRX01605,2026-01-23,Jakarta,Aksesoris,Earphone Bluetooth,371000,3,1113000,Kredit,L,39.0,5.0,Reguler,837000
TRX01630,2026-01-23,Bandung,Smartphone,Smartphone NovaLite,4147000,1,4147000,E-Wallet,L,43.0,5.0,Reguler,2122000
TRX00436,2026-01-23,Surabaya,Elektronik Rumah Tangga,TV LED 32in,920000,1,920000,Debit,L,37.0,5.0,Reguler,2461000
TRX00418,2026-01-23,Bandung,Aksesoris,Earphone Bluetooth,143000,2,286000,E-Wallet,P,21.0,5.0,Reguler,509000
TRX00386,2026-01-23,Malang,Laptop,Laptop UltraSlim,7636000,2,15272000,Debit,P,30.0,3.0,Reguler,1564000
TRX00783,2026-01-23,Surabaya,Aksesoris,Earphone Bluetooth,458000,3,1374000,Tunai,L,42.0,,Reguler,864000
TRX01610,2026-01-23,Jakarta,Laptop,Laptop A14,9910000,4,39640000,Kredit,L,30.0,5.0,Reguler,1975000
TRX02080,2026-01-23,Surabaya,Aksesoris,Mouse Wireless,107000,1,107000,E-Wallet,P,34.0,,Reguler,936000
TRX00784,2026-01-23,Jakarta,Smartphone,Smartphone MaxEdge,5447000,5,27235000,Kredit,L,27.0,5.0,Reguler,1976000
TRX00874,2026-01-23,Surabaya,Smartphone,Smartphone Air,2095000,2,4190000,Debit,L,,4.0,Reguler,2352000
TRX00157,2026-01-23,Jakarta,Elektronik Rumah Tangga,TV LED 32in,5838000,2,11676000,E-Wallet,L,44.0,3.0,Reguler,1159000
TRX01928,2026-01-23,Bandung,Laptop,Laptop X1,8012000,2,16024000,Tunai,L,,4.0,Reguler,1774000
TRX01238,2026-01-23,Surabaya,Elektronik Rumah Tangga,TV LED 32in,4205000,3,12615000,E-Wallet,L,40.0,4.0,Reguler,1037000
TRX01926,2026-01-24,Malang,Smartphone,Smartphone Z5,3769000,4,15076000,Debit,L,27.0,4.0,Reguler,583000
TRX00018,2026-01-24,Jakarta,Laptop,Laptop UltraSlim,12108000,1,12108000,Debit,L,29.0,4.0,Reguler,835000
TRX00074,2026-01-24,Jakarta,Laptop,Laptop A14,6602000,2,13204000,Debit,P,33.0,,Reguler,2517000
TRX00670,2026-01-24,Jakarta,Laptop,Laptop ProBook,6226000,5,31130000,E-Wallet,P,40.0,3.0,Reguler,2625000
TRX00759,2026-01-24,Malang,Smartphone,Smartphone NovaLite,7104000,1,7104000,Debit,L,31.0,4.0,Reguler,915000
TRX01776,2026-01-24,Malang,Laptop,Laptop A14,14361000,2,28722000,E-Wallet,L,,,Reguler,947000
TRX01005,2026-01-24,Jakarta,Laptop,Laptop ProBook,6577000,4,26308000,Debit,L,31.0,4.0,Reguler,2986000
TRX02006,2026-01-24,Jakarta,Aksesoris,Casing HP,414000,4,1656000,E-Wallet,P,27.0,3.0,Reguler,403000
TRX01805,2026-01-24,Surabaya,Aksesoris,Earphone Bluetooth,58000,2,116000,Kredit,L,18.0,3.0,Reguler,962000
TRX00945,2026-01-24,Bandung,Aksesoris,Mouse Wireless,213000,3,639000,E-Wallet,L,28.0,5.0,Reguler,2895000
TRX02085,2026-01-24,Malang,Laptop,Laptop UltraSlim,12926000,4,51704000,Debit,L,22.0,4.0,Reguler,2392000
TRX00705,2026-01-24,Jakarta,Smartphone,Smartphone NovaLite,3836000,5,19180000,Tunai,L,25.0,4.0,Reguler,2610000
TRX02104,2026-01-24,Jakarta,Laptop,Laptop UltraSlim,9595000,3,28785000,E-Wallet,P,27.0,3.0,Reguler,2592000
TRX00443,2026-01-24,Surabaya,Elektronik Rumah Tangga,TV LED 32in,1116000,4,4464000,E-Wallet,P,28.0,5.0,Reguler,2951000
TRX00434,2026-01-24,Jakarta,Smartphone,Smartphone NovaLite,5952000,2,11904000,Debit,P,40.0,4.0,Reguler,2254000
TRX00221,2026-01-24,Surabaya,Smartphone,Smartphone Air,6103000,2,12206000,E-Wallet,L,38.0,4.0,Reguler,1271000
TRX01645,2026-01-24,Surabaya,Smartphone,Smartphone Air,6972000,4,27888000,Debit,L,59.0,2.0,Reguler,2042000
TRX00414,2026-01-24,Jakarta,Aksesoris,Earphone Bluetooth,216000,2,432000,Debit,L,18.0,4.0,Reguler,2891000
TRX00604,2026-01-25,Jakarta,Smartphone,Smartphone NovaLite,4922000,3,14766000,E-Wallet,L,18.0,5.0,Reguler,902000
TRX01836,2026-01-25,Surabaya,Smartphone,Smartphone Air,4322000,4,17288000,Debit,L,35.0,5.0,Reguler,2655000
TRX01342,2026-01-25,Malang,Laptop,Laptop X1,8393000,2,16786000,E-Wallet,L,,4.0,Reguler,1876000
TRX00823,2026-01-25,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,5279000,4,21116000,Debit,P,20.0,4.0,Reguler,2580000
TRX01819,2026-01-25,Malang,Laptop,Laptop A14,14559000,3,43677000,Tunai,L,,5.0,Reguler,1427000
TRX00948,2026-01-25,Surabaya,Laptop,Laptop UltraSlim,13197000,2,26394000,Kredit,L,37.0,,Reguler,777000
TRX01358,2026-01-25,Malang,Laptop,Laptop ProBook,13934000,4,55736000,Debit,L,18.0,5.0,Reguler,570000
TRX00682,2026-01-25,Jakarta,Smartphone,Smartphone NovaLite,3680000,2,7360000,Tunai,P,26.0,3.0,Reguler,2934000
TRX01895,2026-01-25,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,5615000,4,22460000,Kredit,P,49.0,4.0,Reguler,2980000
TRX00241,2026-01-26,Malang,Elektronik Rumah Tangga,Kipas Angin,4259000,4,17036000,Debit,L,34.0,5.0,Reguler,1493000
TRX00462,2026-01-26,Jakarta,Smartphone,Smartphone MaxEdge,2186000,3,6558000,Tunai,L,52.0,5.0,Reguler,1363000
TRX00118,2026-01-26,Surabaya,Aksesoris,Casing HP,83000,5,415000,Debit,P,,1.0,Reguler,1492000
TRX00100,2026-01-26,Jakarta,Aksesoris,Mouse Wireless,379000,5,1895000,Debit,P,24.0,4.0,Reguler,992000
TRX00329,2026-01-26,Jakarta,Aksesoris,Mouse Wireless,223000,1,223000,Kredit,L,26.0,5.0,Reguler,823000
TRX01090,2026-01-26,Bandung,Smartphone,Smartphone NovaLite,3279000,5,16395000,E-Wallet,P,45.0,4.0,Reguler,2240000
TRX02108,2026-01-26,Malang,Laptop,Laptop A14,6651000,2,13302000,E-Wallet,P,44.0,2.0,Reguler,2499000
TRX00620,2026-01-26,Jakarta,Smartphone,Smartphone MaxEdge,2247000,1,2247000,Debit,L,26.0,3.0,Reguler,258000
TRX01187,2026-01-26,Bandung,Aksesoris,Casing HP,451000,4,1804000,E-Wallet,L,,5.0,Reguler,1683000
TRX00721,2026-01-26,Bandung,Laptop,Laptop X1,12040000,3,36120000,E-Wallet,P,25.0,1.0,Reguler,366000
TRX01528,2026-01-26,Surabaya,Smartphone,Smartphone NovaLite,6674000,1,6674000,Tunai,P,39.0,3.0,Reguler,1114000
TRX00834,2026-01-26,Jakarta,Smartphone,Smartphone Air,7499000,5,37495000,E-Wallet,L,28.0,4.0,Reguler,1577000
TRX00306,2026-01-26,Malang,Laptop,Laptop ProBook,10022000,3,30066000,Debit,L,29.0,4.0,Reguler,2251000
TRX00769,2026-01-26,Surabaya,Elektronik Rumah Tangga,Kipas Angin,1139000,4,4556000,E-Wallet,L,30.0,3.0,Reguler,1175000
TRX01445,2026-01-26,Surabaya,Laptop,Laptop ProBook,5551000,1,5551000,Debit,P,36.0,5.0,Reguler,2364000
TRX01963,2026-01-26,Malang,Laptop,Laptop A14,5040000,3,15120000,Kredit,L,18.0,3.0,Reguler,535000
TRX00408,2026-01-27,Surabaya,Aksesoris,Mouse Wireless,352000,2,704000,E-Wallet,P,39.0,3.0,Reguler,1300000
TRX00457,2026-01-27,Bandung,Smartphone,Smartphone NovaLite,1912000,5,9560000,Debit,P,24.0,3.0,Reguler,2809000
TRX00256,2026-01-27,Malang,Aksesoris,Casing HP,59000,3,177000,Debit,P,40.0,5.0,Reguler,2019000
TRX01935,2026-01-27,Bandung,Aksesoris,Mouse Wireless,468000,4,1872000,Debit,P,34.0,,Reguler,308000
TRX00522,2026-01-27,Surabaya,Aksesoris,Mouse Wireless,232000,4,928000,E-Wallet,L,32.0,4.0,Reguler,814000
TRX00938,2026-01-27,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,1535000,1,1535000,E-Wallet,L,33.0,5.0,Reguler,2188000
TRX01612,2026-01-27,Malang,Smartphone,Smartphone Air,4253000,5,21265000,Debit,P,39.0,5.0,Reguler,2348000
TRX01607,2026-01-27,Bandung,Elektronik Rumah Tangga,TV LED 32in,5729000,4,22916000,E-Wallet,P,18.0,5.0,Reguler,2445000
TRX00975,2026-01-27,Surabaya,Laptop,Laptop X1,10107000,3,30321000,Kredit,L,23.0,2.0,Reguler,336000
TRX01063,2026-01-27,Surabaya,Aksesoris,Earphone Bluetooth,426000,2,852000,Debit,P,24.0,4.0,Reguler,2653000
TRX00528,2026-01-27,Malang,Smartphone,Smartphone Z5,3642000,3,10926000,E-Wallet,P,26.0,4.0,Reguler,2085000
TRX00924,2026-01-27,Malang,Laptop,Laptop UltraSlim,9278000,4,37112000,Debit,L,49.0,5.0,Reguler,1850000
TRX00752,2026-01-27,Bandung,Aksesoris,Casing HP,376000,5,1880000,Kredit,L,20.0,4.0,Reguler,939000
TRX01575,2026-01-27,Surabaya,Smartphone,Smartphone Air,3613000,4,14452000,Debit,P,28.0,5.0,Reguler,1546000
TRX01046,2026-01-28,Bandung,Elektronik Rumah Tangga,Kipas Angin,3130000,4,12520000,Debit,P,18.0,5.0,Reguler,2440000
TRX00357,2026-01-28,Malang,Laptop,Laptop UltraSlim,6857000,1,6857000,Kredit,L,26.0,2.0,Reguler,2141000
TRX00182,2026-01-28,Surabaya,Aksesoris,Earphone Bluetooth,421000,3,1263000,Kredit,L,26.0,5.0,Reguler,2681000
TRX01481,2026-01-28,Malang,Smartphone,Smartphone NovaLite,2111000,5,10555000,Kredit,L,56.0,,Reguler,1238000
TRX01970,2026-01-28,Surabaya,Smartphone,Smartphone Z5,4258000,1,4258000,Debit,P,,3.0,Reguler,2222000
TRX00536,2026-01-28,Surabaya,Smartphone,Smartphone Air,1557000,1,1557000,Tunai,P,44.0,4.0,Reguler,2149000
TRX01537,2026-01-28,Surabaya,Laptop,Laptop UltraSlim,10649000,4,42596000,Tunai,P,46.0,,Reguler,1217000
TRX00058,2026-01-28,Malang,Smartphone,Smartphone Z5,2507000,1,2507000,E-Wallet,L,18.0,4.0,Reguler,694000
TRX01104,2026-01-28,Malang,Smartphone,Smartphone Z5,3418000,2,6836000,Tunai,L,32.0,5.0,Reguler,470000
TRX01524,2026-01-28,Bandung,Aksesoris,Powerbank 10000mAh,185000,1,185000,Tunai,L,26.0,4.0,Reguler,553000
TRX01229,2026-01-28,Surabaya,Laptop,Laptop X1,14842000,5,74210000,E-Wallet,L,22.0,4.0,Reguler,634000
TRX02008,2026-01-28,Jakarta,Smartphone,Smartphone MaxEdge,5840000,1,5840000,Kredit,P,27.0,3.0,Reguler,2670000
TRX01677,2026-01-28,Jakarta,Smartphone,Smartphone NovaLite,6318000,2,12636000,Debit,L,29.0,5.0,Reguler,1785000
TRX00390,2026-01-28,Surabaya,Smartphone,Smartphone MaxEdge,7856000,2,15712000,E-Wallet,P,27.0,4.0,Reguler,2304000
TRX01698,2026-01-28,Surabaya,Smartphone,Smartphone MaxEdge,5599000,5,27995000,Kredit,P,22.0,5.0,Reguler,2150000
TRX02013,2026-01-28,Jakarta,Smartphone,Smartphone MaxEdge,4817000,1,4817000,Kredit,P,18.0,2.0,Reguler,2216000
TRX02063,2026-01-28,Malang,Laptop,Laptop ProBook,5930000,1,5930000,Kredit,P,48.0,,Reguler,730000
TRX00961,2026-01-28,Bandung,Elektronik Rumah Tangga,Rice Cooker,4436000,3,13308000,E-Wallet,L,33.0,4.0,Reguler,1103000
TRX00273,2026-01-28,Surabaya,Smartphone,Smartphone Z5,6171000,4,24684000,E-Wallet,L,32.0,,Reguler,2811000
TRX01947,2026-01-29,Surabaya,Smartphone,Smartphone Z5,2692000,2,5384000,Kredit,P,24.0,5.0,Reguler,1052000
TRX00937,2026-01-29,Bandung,Smartphone,Smartphone Z5,7859000,2,15718000,Debit,L,38.0,5.0,Reguler,1639000
TRX01655,2026-01-29,Bandung,Laptop,Laptop UltraSlim,8302000,4,33208000,Kredit,L,31.0,4.0,Reguler,481000
TRX00884,2026-01-29,Malang,Smartphone,Smartphone MaxEdge,2096000,2,4192000,Debit,L,34.0,2.0,Reguler,2616000
TRX01406,2026-01-29,Malang,Smartphone,Smartphone MaxEdge,4947000,2,9894000,Debit,P,40.0,4.0,Reguler,2768000
TRX00847,2026-01-29,Malang,Laptop,Laptop X1,13477000,3,40431000,Kredit,P,43.0,5.0,Reguler,999000
TRX01695,2026-01-29,Jakarta,Smartphone,Smartphone Z5,3641000,5,18205000,Debit,P,39.0,5.0,Reguler,1128000
TRX00750,2026-01-29,Jakarta,Aksesoris,Earphone Bluetooth,401000,3,1203000,Tunai,L,29.0,4.0,Reguler,1619000
TRX00533,2026-01-29,Jakarta,Smartphone,Smartphone MaxEdge,5379000,5,26895000,Debit,L,39.0,5.0,Reguler,289000
TRX00041,2026-01-30,Surabaya,Smartphone,Smartphone MaxEdge,7420000,2,14840000,Debit,P,42.0,4.0,Reguler,1357000
TRX01936,2026-01-30,Jakarta,Aksesoris,Mouse Wireless,425000,1,425000,E-Wallet,L,30.0,4.0,Reguler,1618000
TRX00287,2026-01-30,Jakarta,Smartphone,Smartphone Air,6962000,2,13924000,Tunai,P,45.0,4.0,Reguler,609000
TRX01908,2026-01-30,Malang,Elektronik Rumah Tangga,TV LED 32in,1536000,2,3072000,Debit,P,32.0,4.0,Reguler,2604000
TRX01487,2026-01-30,Surabaya,Smartphone,Smartphone Z5,5890000,5,29450000,E-Wallet,P,28.0,4.0,Reguler,1891000
TRX00623,2026-01-30,Jakarta,Smartphone,Smartphone NovaLite,5753000,1,5753000,Tunai,L,22.0,2.0,Reguler,1754000
TRX01778,2026-01-30,Surabaya,Laptop,Laptop UltraSlim,11950000,1,11950000,Tunai,P,44.0,4.0,Reguler,863000
TRX00532,2026-01-30,Bandung,Aksesoris,Powerbank 10000mAh,372000,5,1860000,E-Wallet,P,30.0,4.0,Reguler,1988000
TRX00178,2026-01-30,Malang,Elektronik Rumah Tangga,Rice Cooker,5785000,3,17355000,Tunai,P,30.0,4.0,Reguler,2674000
TRX01637,2026-01-30,Malang,Smartphone,Smartphone MaxEdge,4343000,4,17372000,Kredit,L,39.0,3.0,Reguler,1653000
TRX00083,2026-01-30,Malang,Elektronik Rumah Tangga,Kipas Angin,1944000,2,3888000,E-Wallet,L,38.0,,Reguler,2382000
TRX01556,2026-01-30,Bandung,Elektronik Rumah Tangga,TV LED 32in,2126000,2,4252000,E-Wallet,P,46.0,3.0,Reguler,1427000
TRX01854,2026-01-30,Bandung,Laptop,Laptop X1,14491000,4,57964000,Kredit,P,,3.0,Reguler,712000
TRX01076,2026-01-30,Surabaya,Laptop,Laptop ProBook,7906000,1,7906000,Kredit,L,,5.0,Reguler,1104000
TRX01941,2026-01-30,Surabaya,Laptop,Laptop A14,12662000,3,37986000,E-Wallet,L,18.0,5.0,Reguler,2650000
TRX00350,2026-01-30,Malang,Elektronik Rumah Tangga,Kipas Angin,2770000,2,5540000,Debit,P,30.0,5.0,Reguler,1714000
TRX02095,2026-01-30,Jakarta,Smartphone,Smartphone MaxEdge,3751000,1,3751000,Debit,P,42.0,4.0,Reguler,335000
TRX01596,2026-01-30,Malang,Smartphone,Smartphone MaxEdge,6468000,1,6468000,Debit,L,,4.0,Reguler,831000
TRX01850,2026-01-30,Bandung,Smartphone,Smartphone Z5,5831000,2,11662000,Tunai,P,41.0,5.0,Reguler,772000
TRX00467,2026-01-31,Malang,Smartphone,Smartphone Z5,6116000,4,24464000,Debit,P,30.0,5.0,Reguler,2264000
TRX00703,2026-01-31,Malang,Elektronik Rumah Tangga,Kipas Angin,988000,4,3952000,E-Wallet,P,35.0,3.0,Reguler,2930000
TRX01433,2026-01-31,Jakarta,Smartphone,Smartphone NovaLite,6581000,1,6581000,Kredit,P,39.0,5.0,Reguler,2584000
TRX01078,2026-01-31,Jakarta,Laptop,Laptop ProBook,8905000,2,17810000,E-Wallet,P,34.0,4.0,Reguler,1616000
TRX01193,2026-01-31,Jakarta,Elektronik Rumah Tangga,TV LED 32in,4343000,3,13029000,Debit,P,41.0,3.0,Reguler,1030000
TRX00685,2026-01-31,Malang,Smartphone,Smartphone NovaLite,2318000,1,2318000,Kredit,L,31.0,5.0,Reguler,1875000
TRX02200,2026-01-31,Malang,Smartphone,Smartphone NovaLite,1811000,5,9055000,E-Wallet,L,18.0,5.0,Reguler,816000
TRX00168,2026-01-31,Bandung,Smartphone,Smartphone NovaLite,6004000,3,18012000,Debit,P,23.0,5.0,Reguler,1177000
TRX00262,2026-01-31,Surabaya,Smartphone,Smartphone NovaLite,2628000,1,2628000,Kredit,P,34.0,5.0,Reguler,2044000
TRX00187,2026-01-31,Surabaya,Aksesoris,Earphone Bluetooth,427000,4,1708000,Debit,L,25.0,4.0,Reguler,1458000
TRX01616,2026-02-01,Malang,Aksesoris,Earphone Bluetooth,143000,1,143000,Kredit,L,27.0,5.0,Reguler,2318000
TRX00661,2026-02-01,Surabaya,Smartphone,Smartphone Z5,4416000,3,13248000,Kredit,L,39.0,5.0,Reguler,1589000
TRX02103,2026-02-01,Bandung,Smartphone,Smartphone Z5,2698000,3,8094000,Kredit,P,36.0,4.0,Reguler,1717000
TRX00761,2026-02-01,Surabaya,Elektronik Rumah Tangga,Kipas Angin,1824000,5,9120000,Kredit,P,44.0,2.0,Reguler,2428000
TRX00259,2026-02-01,Jakarta,Aksesoris,Earphone Bluetooth,123000,3,369000,Kredit,L,30.0,4.0,Reguler,1751000
TRX00411,2026-02-01,Malang,Elektronik Rumah Tangga,Kipas Angin,2875000,1,2875000,E-Wallet,P,57.0,4.0,Reguler,2445000
TRX00908,2026-02-01,Malang,Laptop,Laptop A14,8368000,3,25104000,Debit,P,34.0,5.0,Reguler,1099000
TRX02147,2026-02-01,Surabaya,Aksesoris,Casing HP,53000,4,212000,Debit,L,18.0,4.0,Reguler,2995000
TRX00230,2026-02-01,Malang,Smartphone,Smartphone MaxEdge,7115000,3,21345000,Kredit,L,18.0,5.0,Reguler,1876000
TRX01032,2026-02-01,Jakarta,Elektronik Rumah Tangga,Rice Cooker,4427000,3,13281000,E-Wallet,P,39.0,2.0,Reguler,553000
TRX00544,2026-02-01,Malang,Aksesoris,Casing HP,336000,5,1680000,E-Wallet,P,37.0,5.0,Reguler,2600000
TRX02051,2026-02-01,Malang,Elektronik Rumah Tangga,Rice Cooker,5340000,1,5340000,E-Wallet,P,25.0,5.0,Reguler,2366000
TRX00704,2026-02-01,Jakarta,Laptop,Laptop UltraSlim,14365000,5,71825000,E-Wallet,L,36.0,4.0,Reguler,1115000
TRX00349,2026-02-02,Jakarta,Laptop,Laptop A14,13736000,4,54944000,Kredit,P,44.0,5.0,Reguler,1025000
TRX01702,2026-02-02,Surabaya,Aksesoris,Earphone Bluetooth,273000,1,273000,Debit,P,30.0,4.0,Reguler,2174000
TRX01886,2026-02-02,Malang,Elektronik Rumah Tangga,Rice Cooker,3248000,1,3248000,Debit,L,47.0,3.0,Reguler,2298000
TRX01883,2026-02-02,Malang,Laptop,Laptop X1,6487000,4,25948000,Tunai,P,33.0,4.0,Reguler,2525000
TRX01405,2026-02-02,Malang,Laptop,Laptop ProBook,11566000,3,34698000,Debit,L,33.0,3.0,Reguler,274000
TRX00392,2026-02-02,Jakarta,Aksesoris,Casing HP,340000,1,340000,Debit,L,41.0,5.0,Reguler,2830000
TRX01106,2026-02-02,Surabaya,Smartphone,Smartphone Air,7091000,1,7091000,Debit,P,49.0,4.0,Reguler,2846000
